2015,Models,Note,Frame,Size,Color,Tube,BB-CL,Drop-Out,Shock,Fork,BB Set,B-Lever,Brake-F,Brake-R,B-Cable,C-Housing,Chain,C-Guard,Chainwheel,DERA-F,DERA-R,Freewheel,Bar-End,Grip,H-Bar,H-B Stem,Head Set,Hub-F,Hub-R,Leadpipe,Pedal,Reflector,Reflector-bkt,Rim,Rim tape,Saddle,Seat Clamp,Seat Post,Shifter-F,Shifter-R,Spoke,Spoke Disk,Inner Tube,Tire-F,Tire-R,Hardware,Decal,C/S Protector,Carton,Manual,Packing,Bell
Reacto ,Team-E-LTD,,Reacto CF4,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,Rui Costa Sinature,0,0,0,0,Reacto Carbon superlite-direct,attached,attached,Shimano Dura Ace-direct,Shimano Dura Ace-direct,Shimano Dura Ace,Shimano Dura Ace,Shimano Dura Ace 11s,NO,Rotor 3D+ Qring 52-38,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Shimano CS-9000-11 11-28,0,Prologo Touch,FSA K-Force compact OS,FSA OS99 -6,Big Conoid-insert carbon neck CF,attached,attached,0,NO,0,0,Fulcrum Red Wind H50 XLR,0,Prologo Nago EVO CPC nack,attached,Reacto Aero carbon SL Di2,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Black stainless,0,MVS Ultralite 80,Continental Grand Prix 4000S 23 KV,Continental Grand Prix 4000S 23 KV,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto ,Team-E,,Reacto CF4,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Reacto Carbon superlite-direct,attached,attached,Shimano Dura Ace-direct,Shimano Dura Ace-direct,Shimano Dura Ace,Shimano Dura Ace,Shimano Dura Ace 11s,NO,Rotor Flow noQ 52-36,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Shimano CS-9000-11 11-28,0,Prologo Touch,FSA K-Force compact OS,FSA OS99 -6,Big Conoid-insert carbon neck CF,attached,attached,0,NO,0,0,Fulcrum Red Wind H50 ,0,Prologo new Nago EVO triax,attached,Reacto Aero carbon SL Di2,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Black stainless,0,MVS Ultralite 80,Continental Grand Prix 4000S 23 KV,Continental Grand Prix 4000S 23 KV,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto ,DA LTD,,Reacto CF3,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Reacto Carbon pro-direct,attached,attached,Reacto direct F,Reacto direct R,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Rotor 3D30 noQ 52-36 [386],Shimano Dura Ace,Shimano Dura Ace,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,FSA Team Issue compact OS,FSA Team Issue -6,Big Conoid-insert carbon neck CF,attached,attached,0,NO,0,0,FSA Trimax T42,0,Prologo new Nago Evo T2.0,attached,Reacto Aero carbon Race,Shimano Dura Ace,Shimano Dura Ace,attached,0,MVS Ultralite 80,Continental Grand Prix 4000S 23 KV,Continental Grand Prix 4000S 23 KV,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto,7000,,Reacto CF3,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Reacto Carbon pro-direct,attached,attached,Shimano Ultegra-direct,Shimano Ultegra-direct,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Rotor 3D30 noQ 52-36,Shimano Ultegra D,Shimano Ultegra SS,Shimano CS-6800-11 11-28,0,Merida Road Pro 3D,FSA Gossamer compact OS,FSA Team Issue -6,Big Conoid-insert carbon neck CF,attached,attached,0,NO,0,0,Fulcrum Quattro 35,0,Prologo Zero2,attached,Reacto Aero carbon Race,Shimano Ultegra,Shimano Ultegra,Black stainless,0,Ultralite 60,Continental Grand Sport Race 25 fold,Continental Grand Sport Race 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto,5000,,Reacto CF3,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Reacto Carbon pro-direct,attached,attached,Shimano 105-direct,Shimano 105-direct,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,FSA Gossamer Pro 52-36 386,Shimano Ultegra D,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid-insert neck pro,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida super AERO 38,0,Prologo Kappa 2,attached,Reacto Aero carbon Race,Shimano Ultegra ,Shimano Ultegra ,Black stainless,0,Ultralite 60,Continental Grand Sport Race 25 fold,Continental Grand Sport Race 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto,4000,,Reacto CF3,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Reacto Carbon pro-direct,attached,attached,Reacto direct F,Reacto direct R,MTK700 2P,MTK700 Sp40,FSA F11S,NO,FSA Gossamer 52-36 386,Shimano 105 D,Shimano 105 SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,Controltech ONE Road ,Controltech ONE -5,Big Conoid-insert neck pro,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida super AERO 38,0,Merida Race 1,attached,Reacto Aero carbon Race,Shimano 105 ,Shimano 105 ,Black stainless,0,Ultralite 60,Continental Ultra Sport II 25 fold,Continental Ultra Sport II 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto,500,,Reacto Aero ,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Reacto Carbon Race,attached,attached,Merida Road Pro,Reacto twin arm,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 52-36,Shimano Ultegra D,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida super AERO 38,0,Selle Italia X1,attached,Reacto Aero carbon Comp,Shimano Ultegra ,Shimano Ultegra ,Black stainless,0,Ultralite 60,Continental Ultra Sport II 25 fold,Continental Ultra Sport II 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto,400,,Reacto Aero ,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Reacto Carbon Race,attached,attached,Merida Road Pro,Reacto twin arm,MTK700 2P,MTK700 Sp40,FSA F11S,NO,FSA Gossamer 52-36 MegaExo,Shimano 105 D,Shimano 105 SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,Controltech ONE Road ,Controltech ONE -5,Big Conoid S-bearing neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida AERO 30,0,Merida Race 1,attached,Reacto Aero carbon Comp,Shimano 105 ,Shimano 105 ,Black stainless,0,Ultralite 60,Maxxis Dolemites 23 fold,Maxxis Dolemites 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Reacto,300,,Reacto Aero ,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Reacto Carbon Race,attached,attached,Merida Road Comp,Reacto twin arm,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,FSA Omega 52-36 MegaExo,Shimano TIAGRA D,Shimano TIAGRA SS,Shimano CS-4600-10 12-28,0,Merida Road Pro 3D,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid semi neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida AERO 30,0,Merida Race 1,attached,Reacto Aero carbon Comp,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Ultralite 60,Maxxis Dolemites 23 fold,Maxxis Dolemites 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,9000,,Scultura CF5,XXS(44)-XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Scultura carbon superlite,attached,attached,Sram Red carbon,Sram Red carbon,Sram Red,Sram Red,FSA F11S,NO,Sram Red 50-34,Sram Red,Sram Red,Sram PG1170 11-28,0,Merida Road Pro 3D,FSA K-Force Compact OS,FSA OS99 -6,Big Conoid A-bearing neck CF,attached,attached,0,NO,0,0,Mavic Ksyrium SLE 23 WTS,0,Prologo new Nago Evo T2.0,Carbon 32 Allen,FSA K-Force lite SB25 27.2,Sram Red,Sram Red,Black stainless,0,attached,attached,attached,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,7000-E,,Scultura CF2,XXS(44)-XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Road carbon Race,attached,attached,Shimano Ultegra,Shimano Ultegra,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Shimano Ultegra 50-34,Shimano Ultegra D Di2,Shimano Ultegra SS Di2,Shimano CS-6800-11 11-28,0,Merida Road Pro 3D,FSA Gossamer compact OS,FSA Gossamer pro -6,Big Conoid A-bearing neck pro,attached,attached,0,NO,0,0,Fulcrum Racing 3,0,Prologo Scratch Pro T2.0,Merida Aero 32 Allen ST,Merida EGM-light-27.2,Shimano Ultegra Di2,Shimano Ultegra Di2,Black stainless,0,Ultralite 48,Continental Grand Sport Race 23 fold,Continental Grand Sport Race 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,6000,,Scultura CF2,XXS(44)-XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Road carbon Race,Force,attached,Sram Force carbon,Sram Force carbon,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Sram Force 50-34,Sram Force,Sram Force,Sram PG1130 11-28,0,Merida Road Pro 3D,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid A-bearing neck pro,attached,attached,0,NO,0,0,Mavic Ksyrium Elite S23,0,Prologo Kappa 2,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Sram Force,Sram Force,Black stainless,0,attached,attached,attached,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,5000,,Scultura CF2,XXS(44)-XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Shimano RS500 50-34,Shimano Ultegra D,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida comp 24 pair,0,Merida Race 1,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Ultegra,Shimano Ultegra,Black stainless,0,Ultralite 48,Continental Ultra Sport II 23 fold,Continental Ultra Sport II 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,4000,,Scultura CF2,XXS(44)-XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano 105 D,Shimano 105 SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,Controltech ONE Road ,Controltech ONE -5,Big Conoid S-bearing neck pro,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida comp 24 pair,0,Merida Race 1,Merida Aero 32 Allen ST,Controltech T5 SB10 27.2,Shimano 105 ,Shimano 105 ,Black stainless,0,Ultralite 48,Continental Ultra Sport II 23 fold,Continental Ultra Sport II 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,4000-juliet,,Scultura CF2,lady XXS(44)-XS(47)-S(50)-SM(52)-ML(54),0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano 105 D,Shimano 105 SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,Controltech Fuego HMS lady,Controltech ONE -5 lady,Big Conoid S-bearing neck pro,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida comp 24 pair,0,Juliet Sport,Merida Aero 32 Allen ST,Controltech T5 SB10 27.2,Shimano 105 ,Shimano 105 ,Black+White stainless,0,Ultralite 48,Continental Ultra Sport II 23 fold,Continental Ultra Sport II 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,500,,Scultura lite,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Road carbon comp,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano Ultegra Double,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid S-bearing neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida comp 24 pair,0,Selle Italia X1,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Ultegra ,Shimano Ultegra ,Black stainless,0,Ultralite 48,Maxxis Dolemites 23 fold,Maxxis Dolemites 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,400,,Scultura lite,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Road carbon comp,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano 105 D,Shimano 105 SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid S-bearing neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida comp 24 pair,0,Merida Race 5,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano 105 ,Shimano 105 ,Black stainless,0,Ultralite 48,Maxxis Dolemites 23 fold,Maxxis Dolemites 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,300,,Scultura lite,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Road carbon comp,attached,attached,Merida Road Comp,Merida Road Comp,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,Shimano TIAGRA 50-34,Shimano TIAGRA D,Shimano TIAGRA SS,Shimano CS-4600-10 12-28,0,Merida Road Pro 3D,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid semi neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida comp 24 pair,0,Merida Race 5,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Ultralite 48,Maxxis Dolemites 23 fold,Maxxis Dolemites 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,200,,Scultura lite,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Road carbon comp,Shimano ES25 octalink,attached,ROAD Dual Pivot,ROAD Dual Pivot,MTK700 2P,MTK700 Sp40,KMC M99 ,NO,Shimano R345 octa 50-34,Shimano Sora D,Shimano Sora SS,Sunrace CS-9S 11-28,0,Road EVA ,Merida Anatomic road OS,MERIDA Comp OS -6,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Sora Dual control,Shimano Sora Dual control,Black stainless,0,attached,Maxxis Detonator 23,Maxxis Detonator 23,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Scultura,100,,Scultura lite,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59] cm,0,0,0,0,0,Road carbon comp,Cartridge Bearing,attached,ROAD Dual Pivot,ROAD Dual Pivot,MTK700 2P,MTK700 Sp40,KMC 8s,NO,FSA Tempo 50-34,Shimano Claris D,Shimano Sora SS,Sunrace CS-8S 11-28,0,Road EVA ,Merida Anatomic road OS,MERIDA Comp OS -6,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Claris,Shimano Claris,Black stainless,0,attached,Maxxis Detonator 23,Maxxis Detonator 23,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,Team-E,,Ride CF5,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Ride Carbon Superlite flex,attached,attached,Shimano Dura Ace,Shimano Dura Ace,Shimano Dura Ace,Shimano Dura Ace,Shimano Dura Ace 11s,NO,Rotor 3D30 noQ 50-34,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Shimano CS-9000-11 11-28,0,Prologo Touch,Merida Anatomic Pro OS,FSA OS99 -6,Big Conoid A-bearing neck CF,attached,attached,0,NO,0,0,Fulcrum Racing 1,0,Prologo Scratch Pro Tirox,Carbon 32 Allen,FSA K-Force lite SB25 27.2,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Black stainless,0,MVS Ultralite 80,Continental Grand Prix 4000S 25 KV,Continental Grand Prix 4000S 25 KV,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,7000,,Ride CF3,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Road carbon Race-Sport flex,attached,attached,Shimano Ultegra,Shimano Ultegra,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Rotor 3D30 noQ 50-34,Shimano Ultegra D,Shimano Ultegra GS,Shimano CS-6800-11 11-32,0,Merida Road Pro 3D,FSA Energy compact OS,FSA Team Issue -6,Big Conoid A-bearing neck pro,attached,attached,0,NO,0,0,Fulcrum Racing 3,0,Prologo Scratch Pro T2.0,Merida Aero 32 Allen ST,Merida EGM-light-27.2,Shimano Ultegra,Shimano Ultegra,Black stainless,0,Ultralite 48,Continental Grand Sport Race 25 fold,Continental Grand Sport Race 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,5000,,Ride CF3,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Road carbon Race-Sport flex,attached,attached,Shimano R561,Shimano R561,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Shimano RS500 50-34,Shimano Ultegra D,Shimano Ultegra GS,Shimano CS-5800-11 11-32,0,Merida Road Pro 3D,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,attached,attached,0,NO,0,0,Fulcrum Racing 7,0,Prologo Kappa 2,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Ultegra ,Shimano Ultegra ,attached,0,Ultralite 60,Continental Grand Sport Race 25 fold,Continental Grand Sport Race 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,4000,,Ride CF2,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59)-XXL(62) cm,0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano 105 D,Shimano 105 GS,Shimano CS-5800-11 11-32,0,Merida Road Pro 3D,Controltech ONE Road ,Controltech ONE -5,Big Conoid S-bearing neck pro,attached,0,0,NO,0,0,Fulcrum Racing Sport,0,Merida Race 5,Merida Aero 32 Allen ST,Controltech T5 SB10 27.2,Shimano 105 ,Shimano 105 ,Black stainless,0,Ultralite 48,Continental Ultra Sport II 25 fold,Continental Ultra Sport II 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,3000,,Ride CF2,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59)-XXL(62) cm,0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,Shimano TIAGRA 50-34,Shimano TIAGRA D,Shimano TIAGRA SS,Shimano CS-4600-10 12-30,0,Merida Road Pro 3D,Merida Anatomic road OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida comp 24 pair,0,Merida Race 5,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Ultralite 48,Maxxis Dolemites 25 fold,Maxxis Dolemites 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,500,,Ride Lite-Single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano Ultegra Double,Shimano Ultegra GS,Shimano CS-5800-11 11-32,0,Road EVA comfort,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,attached,attached,0,NO,0,0,Mavic Aksium S 25,0,Selle Italia X1,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Ultegra ,Shimano Ultegra ,Black stainless,0,attached,attached,attached,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,400,,Ride Lite-Single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano 105 D,Shimano 105 GS,Shimano CS-5800-11 11-32,0,Road EVA comfort,Merida Anatomic road OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,attached,attached,0,NO,0,0,Fulcrum Racing Sport,0,Merida Race 5,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano 105 ,Shimano 105 ,Black stainless,0,Ultralite 48,Maxxis Dolemites 25 fold,Maxxis Dolemites 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,400-Juliet,,Ride Lite-Single,lady XXS[44]-XS[47]-S[50]-SM[52]-ML[54],0,0,0,0,0,Road carbon Race,attached,attached,Merida Road Pro,Merida Road Pro,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano 105 D,Shimano 105 GS,Shimano CS-5800-11 11-32,0,Road EVA comfort,Merida Anatomic road OS lady,MERIDA pro CF OS -5 lady,Big Conoid S-bearing neck pro,attached,attached,0,NO,0,0,Fulcrum Racing Sport,0,Juliet Sport,Merida Aero 32 Allen ST,MERIDA carbon H SB0 27.2,Shimano 105 ,Shimano 105 ,Black+White stainless,0,Ultralite 48,Maxxis Dolemites 25 fold,Maxxis Dolemites 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,300-30,,Ride Lite-Single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon comp,attached,attached,Merida Road Comp,Merida Road Comp,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,Shimano TIAGRA 50-39-30,Shimano TIAGRA T,Shimano TIAGRA GS,Shimano CS-4600-10 12-30,0,Road EVA comfort,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid semi neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA carbon H SB15 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Ultralite 48,Maxxis Dolemites 25 fold,Maxxis Dolemites 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,300,,Ride Lite-Single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon comp,attached,attached,Merida Road Comp,Merida Road Comp,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,Shimano TIAGRA 50-34,Shimano TIAGRA D,Shimano TIAGRA SS,Shimano CS-4600-10 12-30,0,Road EVA comfort,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid semi neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA carbon H SB15 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Ultralite 48,Maxxis Detonator 25,Maxxis Detonator 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,300-Juliet,,Ride Lite-Single,lady XXS[44]-XS[47]-S[50]-SM[52]-ML[54],0,0,0,0,0,Road carbon comp,attached,attached,Merida Road Comp,Merida Road Comp,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,Shimano TIAGRA 50-34,Shimano TIAGRA D,Shimano TIAGRA SS,Shimano CS-4600-10 12-30,0,Road EVA comfort,Merida Anatomic road OS lady,MERIDA pro OS -5 lady,Big Conoid semi neck pro,Road seal Bearing,Road seal Bearing,0,NO,0,0,Merida comp 20 pair,0,Juliet Sport,Merida Aero 27 Allen,MERIDA carbon H SB0 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black+White stainless,0,Ultralite 48,Maxxis Detonator 25,Maxxis Detonator 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,200,,Ride Lite-single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon comp,Shimano ES25 octalink,attached,Merida Road Comp,Merida Road Comp,MTK700 2P,MTK700 Sp40,KMC M99 ,NO,Shimano R345 octa 50-34,Shimano Sora D,Shimano Sora GS,Sunrace CS-9S 11-32,0,Road EVA comfort,Merida Anatomic road OS,MERIDA Comp OS -6,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Sora Dual control,Shimano Sora Dual control,Black stainless,0,attached,Maxxis Detonator 25,Maxxis Detonator 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,100-24,,Ride Lite-single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon comp,Cartridge Bearing,attached,ROAD Dual Pivot,ROAD Dual Pivot,MTK700 2P,MTK700 Sp40,KMC 8s,NO,FSA Tempo 50-39-30,Shimano Claris T,Shimano Sora GS,Sunrace CS-8S 11-32,0,Road EVA comfort,Merida Anatomic road OS,MERIDA Comp OS -6,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Claris,Shimano Claris,Black stainless,0,attached,Kenda K1018 700 25,Kenda K1018 700 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
